pos_words,pos_counts,neu_words,neu_counts,neg_words,neg_counts
michael,13,trend,26,leo,7
single,13,hot,26,dicaprio,7
quote,13,middle,26,executive,7
nyt,13,golf,26,violence,7
brown,13,regulations,26,lord,7
methane,13,senator,26,role,7
russian,13,imagine,26,especially,7
billnye,13,document,26,smoke,7
season,13,angeles,26,mitigation,7
twitter,13,halt,26,mine,7
urge,13,religion,26,hack,7
barackobama,13,justice,26,religious,7
stance,13,potential,26,hillaryclinton,7
pollute,13,african,26,headline,7
professor,13,crop,26,strategy,7
communicate,13,clean,26,sector,7
visit,13,ag,26,entire,7
realize,13,ap,26,begin,7
entire,13,grind,26,line,7
walk,13,forget,26,pres,7
fly,13,admit,26,belief,7
francis,13,wake,26,class,7
atmosphere,13,judge,26,bloody,7
laugh,13,sound,26,coral,7
narendramodi,13,gender,26,peace,7
river,13,wildlife,26,admit,7
guide,13,seek,26,protest,7
travel,12,virtually,26,kerry,7
nations,12,pose,26,young,7
stream,12,kurteichenwald,26,emergency,7
pro,12,declare,26,planetary,7
theeconomist,12,refugee,26,abandon,7
worsen,12,rapid,26,pro,7
eye,12,modi,26,scale,7
hurt,12,direct,26,migration,7
condition,12,influence,26,halt,7
progress,12,request,26,promote,7
knowledge,12,morning,26,hottest,7
prof,12,basic,26,icymi,7
honestly,12,healthcare,25,towards,7
mishacollins,12,benefit,25,aint,7
compla,12,alone,25,conservs,7
tech,12,person,25,liberals,7
lakes,12,whole,25,send,7
wed,12,low,25,develop,7
honest,12,th,25,actonclimate,7
acknowledge,12,monitor,25,friends,7
wildlife,12,dollars,25,practice,7
protest,12,struggle,25,environmentalists,7
manage,12,la,25,vicenews,7
davidcorndc,12,theory,25,pakistan,7
youve,12,boost,25,form,7
century,12,jet,25,nytscience,7
regard,12,skeptics,25,skepticism,7
billions,12,n,25,nation,7
dear,12,freeze,25,sciam,7
admit,12,bye,25,wan,7
buy,12,per,25,methane,7
information,12,reference,25,test,7
youth,12,family,25,context,7
daily,12,bc,25,animals,7
womens,12,consequences,25,stance,7
massive,12,ratify,25,coverage,7
suffer,12,sink,25,burn,7
reform,12,parent,25,imagine,7
court,12,nation,25,tragic,7
grind,12,attend,25,treat,7
invent,12,narendramodi,25,add,7
fine,12,theeconomist,25,stuff,7
farm,12,equity,25,p,7
quality,12,second,25,trial,7
note,12,chance,25,greenland,7
percent,12,bet,25,doubtful,7
fraud,12,improve,25,witness,7
official,12,resources,25,short,7
design,12,islands,25,doom,7
kurteichenwald,12,shell,25,rick,7
ad,12,harm,25,perry,7
feature,12,town,25,unfortunately,7
develop,12,scrub,25,goal,7
deep,12,prince,25,spring,7
billionaires,12,tracker,25,catastrophe,7
brexit,12,areas,24,awareness,7
month,12,miss,24,anthropogenic,7
number,12,directly,24,recognize,7
stronger,12,cooperation,24,regard,7
alaska,12,weeks,24,justice,7
favor,12,unfccc,24,wind,7
